"RecordType"|"Company"|"Number"|"VendorGroup"|"Vendor"|"VendorName"|"TransactionDate"|"JCCo"|"Job"|"JobDescription"|"Description"|"DetailLineCount"|"TotalOrigCost"|"TotalOrigTax"|"RemainingAmount"|"RemainingTax"
"PO"|"1"|"1-13329176"|"1"|"52648"|"STAR RENTALS"|"11/25/2013 12:00:00 AM"|"1"|" 11071-001"|"INTEL RA4"|"RENTALS                       "|"1"|"2821.25"|"0.00"|"275.00"|"0.00"
"PO"|"1"|"1-13329196"|"1"|"51592"|"LIFTING GEAR HIRE CORP"|"11/25/2013 12:00:00 AM"|"1"|" 10164-001"|"GENERAL BIODIESEL-M"|"RENTALS                       "|"1"|"16511.68"|"0.00"|"830.02"|"0.00"
"PO"|"1"|"1-13330088"|"1"|"52877"|"UNITED RENTALS(N AMER)INC"|"11/26/2013 12:00:00 AM"|"1"|" 10485-001"|"INTEL D1X MOD 2 HVAC"|"RENTALS                       "|"1"|"1.00"|"0.00"|"1.00"|"0.00"
"PO"|"1"|"1-13330121"|"1"|"52474"|"SEAPORT STEEL"|"11/26/2013 12:00:00 AM"|"1"|" 10485-001"|"INTEL D1X MOD 2 HVAC"|"SM PRODUCTION MATERIALS       "|"1"|"301139.70"|"0.00"|"4004.83"|"0.00"
"PO"|"1"|"1-13330127"|"1"|"53092"|"WORLD COURIER GROUND"|"11/26/2013 12:00:00 AM"|"1"|" 10731-001"|"US BANCORP TOWER"|"MISC ITEMS                    "|"1"|"17.37"|"0.00"|"17.37"|"0.00"
"PO"|"1"|"1-13330151"|"1"|"52648"|"STAR RENTALS"|"11/26/2013 12:00:00 AM"|"1"|" 10165-001"|"STUDIO X LEVEL 3 TI"|"RENTALS                       "|"1"|"402.46"|"0.00"|"57.52"|"0.00"
"PO"|"1"|"1-13330168"|"1"|"51049"|"GENERAL SHEET METAL"|"11/26/2013 12:00:00 AM"|"1"|" 10398-001"|"INTEL RA-J06"|"SM PRODUCTION MATERIALS       "|"1"|"658.00"|"0.00"|"658.00"|"0.00"
"PO"|"1"|"1-13331025"|"1"|"50044"|"ACME CONSTRUCTION SUPPLY"|"11/27/2013 12:00:00 AM"|"1"|" 10485-001"|"INTEL D1X MOD 2 HVAC"|"HVAC MATERIALS                "|"1"|"2591.14"|"0.00"|"1589.93"|"0.00"
"PO"|"1"|"1-13331068"|"1"|"52648"|"STAR RENTALS"|"11/27/2013 12:00:00 AM"|"1"|" 11071-001"|"INTEL RA4"|"RENTALS                       "|"1"|"3290.00"|"0.00"|"140.00"|"0.00"
"PO"|"1"|"1-13336054"|"1"|"52648"|"STAR RENTALS"|"12/2/2013 12:00:00 AM"|"1"|" 11071-001"|"INTEL RA4"|"RENTALS                       "|"1"|"598.53"|"0.00"|"0.03"|"0.00"
"PO"|"1"|"1-13336082"|"1"|"53092"|"WORLD COURIER GROUND"|"12/2/2013 12:00:00 AM"|"1"|" 10731-001"|"US BANCORP TOWER"|"MISC ITEMS                    "|"1"|"17.37"|"0.00"|"17.37"|"0.00"
"PO"|"1"|"1-13336147"|"1"|"50566"|"COMMERCIAL AIR FILTRATION"|"12/2/2013 12:00:00 AM"|"1"|" 80128-001"|"VANCOUVER CLINIC"|"HVAC MATERIALS                "|"1"|"9.90"|"0.00"|"4.95"|"0.00"
"PO"|"1"|"1-13337056"|"1"|"55441"|"VENTILATION POWER CLEAN"|"12/3/2013 12:00:00 AM"|"1"|" 85178-001"|"T-Mobile Canyon"|"MISC ITEMS                    "|"1"|"2250.00"|"0.00"|"1500.00"|"0.00"
"PO"|"1"|"1-13337141"|"1"|"51052"|"GENSCO INC"|"12/3/2013 12:00:00 AM"|"1"|" 85021-001"|"Premier Dental"|"MISC ITEMS                    "|"1"|"7.46"|"0.00"|"7.46"|"0.00"
"PO"|"1"|"1-13337166"|"1"|"52648"|"STAR RENTALS"|"12/3/2013 12:00:00 AM"|"1"|" 83627-001"|"Food Lifeline - Seat"|"RENTALS                       "|"1"|"1.00"|"0.00"|"1.00"|"0.00"
"PO"|"1"|"1-13338042"|"1"|"52233"|"PROCTOR SALES INC"|"12/4/2013 12:00:00 AM"|"1"|" 10008-001"|"DARIGOLD RAINIER"|"PLUMBING MATERIALS            "|"1"|"229.54"|"0.00"|"1.00"|"0.00"
"PO"|"1"|"1-13338063"|"1"|"53092"|"WORLD COURIER GROUND"|"12/4/2013 12:00:00 AM"|"1"|" 10731-001"|"US BANCORP TOWER"|"MISC ITEMS                    "|"1"|"114.02"|"0.00"|"114.02"|"0.00"
"PO"|"1"|"1-13338113"|"1"|"52750"|"TEMP-AIR INC"|"12/4/2013 12:00:00 AM"|"1"|" 10710-001"|"TENANT #1 PIONEER"|"RENTALS                       "|"1"|"8754.00"|"0.00"|"2179.50"|"0.00"
"PO"|"1"|"1-13338180"|"1"|"52080"|"PAC MOBILE STRUCTURES INC"|"12/4/2013 12:00:00 AM"|"1"|" 10290-001"|"FUJI ASTAXANTHIN"|"RENTALS                       "|"1"|"2842.07"|"0.00"|"371.02"|"0.00"
"PO"|"1"|"1-13338198"|"1"|"52648"|"STAR RENTALS"|"12/4/2013 12:00:00 AM"|"1"|" 10599-001"|"MS GARAGE AND CP"|"RENTALS                       "|"1"|"235.43"|"0.00"|"38.33"|"0.00"
"PO"|"1"|"1-13339057"|"1"|"51052"|"GENSCO INC"|"12/5/2013 12:00:00 AM"|"1"|" 82416-001"|"LWIT KIRKLAND VAV"|"HVAC MATERIALS                "|"1"|"274.48"|"0.00"|"88.03"|"0.00"
"PO"|"1"|"1-13339066"|"1"|"50044"|"ACME CONSTRUCTION SUPPLY"|"12/5/2013 12:00:00 AM"|"1"|" 10413-001"|"MICROSOFT BUILDING"|"SM FIELD MATERIALS            "|"1"|"2215.74"|"0.00"|"1054.02"|"0.00"
"PO"|"1"|"1-13339085"|"1"|"50919"|"FERGUSON ENTERPRISES INC"|"12/5/2013 12:00:00 AM"|"1"|" 10290-001"|"FUJI ASTAXANTHIN"|"PIPING MATERIALS              "|"1"|"324.54"|"0.00"|"297.56"|"0.00"
"PO"|"1"|"1-13339096"|"1"|"51741"|"MCMASTER-CARR"|"12/5/2013 12:00:00 AM"|"1"|" 10072-001"|"SABEY FAN CARTES"|"SM PRODUCTION MATERIALS       "|"1"|"309.84"|"0.00"|"284.02"|"0.00"
"PO"|"1"|"1-13339221"|"1"|"53581"|"BRAVO ENVIRONMENTL NW INC"|"12/5/2013 12:00:00 AM"|"1"|" 10600-001"|"PSE TACOMA CNG FLEET"|"MISC ITEMS                    "|"1"|"11995.07"|"0.00"|"2788.49"|"0.00"
"PO"|"1"|"1-13340062"|"1"|"51139"|"GEM FABRICATION OF WA"|"12/6/2013 12:00:00 AM"|"1"|" 10334-001"|"NBC UNIVERSAL 26TH"|"PIPING MATERIALS              "|"1"|"974.50"|"0.00"|"371.65"|"0.00"
"PO"|"1"|"1-13340113"|"1"|"52248"|"PUGET SOUND PIPE & SUPPLY"|"12/6/2013 12:00:00 AM"|"1"|" 82409-001"|"TRANSWESTERN PARKING"|"MISC ITEMS                    "|"1"|"0.00"|"0.00"|"865.45"|"0.00"
"PO"|"1"|"1-13340129"|"1"|"50710"|"DELIVERY EXPRESS INC"|"12/6/2013 12:00:00 AM"|"1"|" 85065-001"|"BE Aerospace Bldg 2"|"MISC ITEMS                    "|"1"|"86.36"|"0.00"|"86.36"|"0.00"
"PO"|"1"|"1-13343083"|"1"|"52248"|"PUGET SOUND PIPE & SUPPLY"|"12/9/2013 12:00:00 AM"|"1"|" 10236-001"|"SEATTLE BIOMED"|"PIPING MATERIALS              "|"1"|"322.16"|"0.00"|"85.60"|"0.00"
"PO"|"1"|"1-13343199"|"1"|"52648"|"STAR RENTALS"|"12/9/2013 12:00:00 AM"|"1"|" 10485-001"|"INTEL D1X MOD 2 HVAC"|"RENTALS                       "|"1"|"1710.75"|"0.00"|"100.50"|"0.00"
"PO"|"1"|"1-13344029"|"1"|"52094"|"PACIFIC WELDING LLC"|"12/10/2013 12:00:00 AM"|"1"|" 10008-001"|"DARIGOLD RAINIER"|"RENTALS                       "|"1"|"178.62"|"0.00"|"21.96"|"0.00"
"PO"|"1"|"1-13344046"|"1"|"51105"|"GRAINGER INC"|"12/10/2013 12:00:00 AM"|"1"|" 10008-001"|"DARIGOLD RAINIER"|"PIPING MATERIALS              "|"1"|"775.74"|"0.00"|"387.87"|"0.00"
"PO"|"1"|"1-13344122"|"1"|"50164"|"ARAMARK REFRESHMNT SVCS"|"12/10/2013 12:00:00 AM"|"1"|" 14854-001"|"PDX-WEST OFFICE"|"MISC ITEMS                    "|"1"|"2645.00"|"0.00"|"225.31"|"0.00"
"PO"|"1"|"1-13344160"|"1"|"54623"|"MASCOTT EQUIPMENT CO"|"12/10/2013 12:00:00 AM"|"1"|" 85218-001"|"T-Mobile Nexus Data"|"MISC ITEMS                    "|"1"|"1536.00"|"0.00"|"768.00"|"0.00"
"PO"|"1"|"1-13344201"|"1"|"52648"|"STAR RENTALS"|"12/10/2013 12:00:00 AM"|"1"|" 11071-001"|"INTEL RA4"|"RENTALS                       "|"1"|"2743.50"|"0.00"|"8.50"|"0.00"
"PO"|"1"|"1-13345115"|"1"|"52648"|"STAR RENTALS"|"12/11/2013 12:00:00 AM"|"1"|" 10485-001"|"INTEL D1X MOD 2 HVAC"|"RENTALS                       "|"1"|"1621.00"|"0.00"|"25.00"|"0.00"
"PO"|"1"|"1-13345123"|"1"|"52248"|"PUGET SOUND PIPE & SUPPLY"|"12/11/2013 12:00:00 AM"|"1"|" 10008-001"|"DARIGOLD RAINIER"|"PLUMBING MATERIALS            "|"1"|"330.82"|"0.00"|"165.41"|"0.00"
"PO"|"1"|"1-13345136"|"1"|"52648"|"STAR RENTALS"|"12/11/2013 12:00:00 AM"|"1"|" 10131-001"|"3400 STONE S&C"|"RENTALS                       "|"1"|"2256.48"|"0.00"|"0.14"|"0.00"
"PO"|"1"|"1-13345155"|"1"|"51413"|"JOHNSON AIR PRODUCTS"|"12/11/2013 12:00:00 AM"|"1"|" 10731-001"|"US BANCORP TOWER"|"SM FIELD MATERIALS            "|"1"|"1227.33"|"0.00"|"65.52"|"0.00"
"PO"|"1"|"1-13346138"|"1"|"50820"|"EDGE CONSTRUCTION SUPPLY"|"12/12/2013 12:00:00 AM"|"1"|" 10485-001"|"INTEL D1X MOD 2 HVAC"|"SM FIELD MATERIALS            "|"1"|"4634.83"|"0.00"|"1077.24"|"0.00"
"PO"|"1"|"1-13347002"|"1"|"52296"|"RED-D-ARC INC."|"12/13/2013 12:00:00 AM"|"1"|" 10485-001"|"INTEL D1X MOD 2 HVAC"|"RENTALS                       "|"1"|"3694.56"|"0.00"|"171.32"|"0.00"
"PO"|"1"|"1-13347027"|"1"|"52724"|"TACOMA SCREW PRODUCTS"|"12/13/2013 12:00:00 AM"|"1"|" 10140-001"|"FAIRFAX KIRKLAND-MEC"|"PLUMBING MATERIALS            "|"1"|"178.46"|"0.00"|"10.00"|"0.00"
"PO"|"1"|"1-13347028"|"1"|"50867"|"COMMERCIAL FILTER SALES"|"12/13/2013 12:00:00 AM"|"1"|" 83894-001"|"Spiration"|"MISC ITEMS                    "|"1"|"11.16"|"0.00"|"11.16"|"0.00"
"PO"|"1"|"1-13350004"|"1"|"50919"|"FERGUSON ENTERPRISES INC"|"12/16/2013 12:00:00 AM"|"1"|" 10007-001"|"REKLAIM VACUUM"|"PIPING MATERIALS              "|"1"|"1625.28"|"0.00"|"259.85"|"0.00"
"PO"|"1"|"1-13350030"|"1"|"51451"|"KELLER SUPPLY COMPANY"|"12/16/2013 12:00:00 AM"|"1"|" 10236-001"|"SEATTLE BIOMED"|"PIPING MATERIALS              "|"1"|"94.73"|"0.00"|"74.09"|"0.00"
"PO"|"1"|"1-13350047"|"1"|"52542"|"EVOQUA WATER TECHNLGY LLC"|"12/16/2013 12:00:00 AM"|"1"|" 10290-001"|"FUJI ASTAXANTHIN"|"EQUIPMENT                     "|"1"|"35090.00"|"0.00"|"3836.91"|"0.00"
"PO"|"1"|"1-13350066"|"1"|"50867"|"COMMERCIAL FILTER SALES"|"12/16/2013 12:00:00 AM"|"1"|" 83901-001"|"Double Down"|"MISC ITEMS                    "|"1"|"12.86"|"0.00"|"12.86"|"0.00"
"PO"|"1"|"1-13350109"|"1"|"52870"|"UNIT PROCESS COMPANY"|"12/16/2013 12:00:00 AM"|"1"|" 10290-001"|"FUJI ASTAXANTHIN"|"EQUIPMENT                     "|"1"|"8957.00"|"0.00"|"80.93"|"0.00"
"PO"|"1"|"1-13350171"|"1"|"55357"|"US WATER SERVICES INC"|"12/16/2013 12:00:00 AM"|"1"|" 80177-001"|"PIONEER PLACE"|"SUBCONTRACTS                  "|"1"|"4375.00"|"0.00"|"1470.00"|"0.00"
"PO"|"1"|"1-13350183"|"1"|"51696"|"MASON OREGON, INC"|"12/16/2013 12:00:00 AM"|"1"|" 10731-001"|"US BANCORP TOWER"|"EQUIPMENT                     "|"1"|"825.00"|"0.00"|"825.00"|"0.00"
"PO"|"1"|"1-13350196"|"1"|"50919"|"FERGUSON ENTERPRISES INC"|"12/16/2013 12:00:00 AM"|"1"|" 13705-001"|"Pioneer Place Flr 3"|"PLUMBING MATERIALS            "|"1"|"19.97"|"0.00"|"4.10"|"0.00"
"PO"|"1"|"1-13351014"|"1"|"51451"|"KELLER SUPPLY COMPANY"|"12/17/2013 12:00:00 AM"|"1"|" 10067-001"|"WA STATE CONV CTR"|"PLUMBING MATERIALS            "|"1"|"2734.22"|"0.00"|"441.29"|"0.00"
"PO"|"1"|"1-13351033"|"1"|"51194"|"HARRINGTON IND PLASTICS"|"12/17/2013 12:00:00 AM"|"1"|" 10290-001"|"FUJI ASTAXANTHIN"|"PLUMBING MATERIALS            "|"1"|"1086.30"|"0.00"|"446.08"|"0.00"
"PO"|"1"|"1-13351040"|"1"|"50920"|"FERGUSON FIRE & FAB #720"|"12/17/2013 12:00:00 AM"|"1"|" 10326-001"|"RUFUS 2.0 BLOCK 14"|"PIPING MATERIALS              "|"1"|"361.80"|"0.00"|"180.90"|"0.00"
"PO"|"1"|"1-13351107"|"1"|"52798"|"TOTAL RECLAIM INC"|"12/17/2013 12:00:00 AM"|"1"|" 82406-001"|"CARE MEDICAL"|"MISC ITEMS                    "|"1"|"350.00"|"0.00"|"350.00"|"0.00"
"PO"|"1"|"1-13351108"|"1"|"51855"|"MOSES LAKE STEEL SUPPLY"|"12/17/2013 12:00:00 AM"|"1"|" 10290-001"|"FUJI ASTAXANTHIN"|"PIPING MATERIALS              "|"1"|"321.70"|"0.00"|"160.85"|"0.00"
"PO"|"1"|"1-13351112"|"1"|"52310"|"REFRIGERATION SUPPLIES"|"12/17/2013 12:00:00 AM"|"1"|" 83582-001"|"Kirkland 405 Corp"|"MISC ITEMS                    "|"1"|"131.44"|"0.00"|"131.44"|"0.00"
"PO"|"1"|"1-13351215"|"1"|"53738"|"CHEM-AQUA"|"12/17/2013 12:00:00 AM"|"1"|" 83903-001"|"Ranch Associates"|"SUBCONTRACTS                  "|"1"|"3800.00"|"0.00"|"2284.14"|"0.00"
"PO"|"1"|"1-13352057"|"1"|"50660"|"CUSTOM MECHANICAL SOLUTNS"|"12/18/2013 12:00:00 AM"|"1"|" 10073-001"|"INTERGATE QUINCY Q4"|"MISC ITEMS                    "|"1"|"1169760.00"|"0.00"|"117000.00"|"0.00"
"PO"|"1"|"1-13352092"|"1"|"52310"|"REFRIGERATION SUPPLIES"|"12/18/2013 12:00:00 AM"|"1"|" 85505-001"|"Bath & Body Works #1"|"HVAC MATERIALS                "|"1"|"5.59"|"0.00"|"5.59"|"0.00"
"PO"|"1"|"1-13352163"|"1"|"55182"|"SOUND WATER TREATMENT"|"12/18/2013 12:00:00 AM"|"1"|" 83893-001"|"Commerce Parkview"|"PIPING MATERIALS              "|"1"|"1500.00"|"0.00"|"1000.00"|"0.00"
"PO"|"1"|"1-13353019"|"1"|"52668"|"STONEWAY ELECTRIC SUPPLY"|"12/19/2013 12:00:00 AM"|"1"|" 10072-001"|"SABEY FAN CARTES"|"ELECTRICAL MATERIALS          "|"1"|"60.00"|"0.00"|"2.55"|"0.00"
"PO"|"1"|"1-13353027"|"1"|"55760"|"PUMP TECH"|"12/19/2013 12:00:00 AM"|"1"|" 10290-001"|"FUJI ASTAXANTHIN"|"EQUIPMENT                     "|"1"|"9888.00"|"0.00"|"600.00"|"0.00"
"PO"|"1"|"1-13353136"|"1"|"50044"|"ACME CONSTRUCTION SUPPLY"|"12/19/2013 12:00:00 AM"|"1"|" 11071-001"|"INTEL RA4"|"MISC ITEMS                    "|"1"|"1006.68"|"0.00"|"17.62"|"0.00"
"PO"|"1"|"1-13353175"|"1"|"51419"|"JOHNSTONE SUPPLY"|"12/19/2013 12:00:00 AM"|"1"|" 83836-001"|"Cash America #1649"|"HVAC MATERIALS                "|"1"|"2.80"|"0.00"|"2.80"|"0.00"
"PO"|"1"|"1-13353191"|"1"|"51407"|"JOHN ZINK CO LLC"|"12/19/2013 12:00:00 AM"|"1"|" 10011-001"|"AGRIUM AMMONIA FLARE"|"EQUIPMENT                     "|"1"|"242967.40"|"0.00"|"3967.40"|"0.00"
"PO"|"1"|"1-13354001"|"1"|"52474"|"SEAPORT STEEL"|"12/20/2013 12:00:00 AM"|"1"|" 10012-001"|"ASH GROVE CEMENT"|"PIPING MATERIALS              "|"1"|"33149.33"|"0.00"|"3898.95"|"0.00"
"PO"|"1"|"1-13354031"|"1"|"52648"|"STAR RENTALS"|"12/20/2013 12:00:00 AM"|"1"|" 11071-001"|"INTEL RA4"|"RENTALS                       "|"1"|"3472.00"|"0.00"|"265.00"|"0.00"
"PO"|"1"|"1-13354042"|"1"|"50044"|"ACME CONSTRUCTION SUPPLY"|"12/20/2013 12:00:00 AM"|"1"|" 10398-001"|"INTEL RA-J06"|"SM FIELD MATERIALS            "|"1"|"236.81"|"0.00"|"35.76"|"0.00"
"PO"|"1"|"1-13354082"|"1"|"55182"|"SOUND WATER TREATMENT"|"12/20/2013 12:00:00 AM"|"1"|" 85507-001"|"Transpacific Trade"|"MISC ITEMS                    "|"1"|"1760.00"|"0.00"|"1039.20"|"0.00"
"PO"|"1"|"1-13354107"|"1"|"51639"|"M & L SUPPLY CO, INC."|"12/20/2013 12:00:00 AM"|"1"|" 10290-001"|"FUJI ASTAXANTHIN"|"PIPING MATERIALS              "|"1"|"29433.96"|"0.00"|"2240.54"|"0.00"
"PO"|"1"|"1-13354159"|"1"|"52648"|"STAR RENTALS"|"12/20/2013 12:00:00 AM"|"1"|" 79945-001"|"EMJ METALS"|"RENTALS                       "|"1"|"202.58"|"0.00"|"17.58"|"0.00"
"PO"|"1"|"1-13357033"|"1"|"50011"|"A-L COMPRESSED GASES, INC"|"12/23/2013 12:00:00 AM"|"1"|" 10275-001"|"BPA MUNRO SCHEDULING"|"RENTALS                       "|"1"|"489.36"|"0.00"|"16.44"|"0.00"
"PO"|"1"|"1-13357035"|"1"|"50044"|"ACME CONSTRUCTION SUPPLY"|"12/23/2013 12:00:00 AM"|"1"|" 10326-001"|"RUFUS 2.0 BLOCK 14"|"MISC ITEMS                    "|"1"|"66.70"|"0.00"|"0.27"|"0.00"
"PO"|"1"|"1-13357043"|"1"|"50974"|"H D FOWLER"|"12/23/2013 12:00:00 AM"|"1"|" 82409-001"|"TRANSWESTERN PARKING"|"PLUMBING MATERIALS            "|"1"|"181.61"|"0.00"|"51.39"|"0.00"
"PO"|"1"|"1-13357080"|"1"|"52648"|"STAR RENTALS"|"12/23/2013 12:00:00 AM"|"1"|" 10485-001"|"INTEL D1X MOD 2 HVAC"|"RENTALS                       "|"1"|"1681.50"|"0.00"|"14.25"|"0.00"
"PO"|"1"|"1-13357110"|"1"|"51451"|"KELLER SUPPLY COMPANY"|"12/23/2013 12:00:00 AM"|"1"|" 10290-001"|"FUJI ASTAXANTHIN"|"PIPING MATERIALS              "|"1"|"3864.58"|"0.00"|"3583.71"|"0.00"
"PO"|"1"|"1-13358022"|"1"|"52248"|"PUGET SOUND PIPE & SUPPLY"|"12/24/2013 12:00:00 AM"|"1"|" 10976-001"|"SEA CHILDRENS MISC"|"PLUMBING MATERIALS            "|"1"|"22880.92"|"0.00"|"27.70"|"0.00"
"PO"|"1"|"1-13358037"|"1"|"50919"|"FERGUSON ENTERPRISES INC"|"12/24/2013 12:00:00 AM"|"1"|" 10713-001"|"HARRISON WEST"|"PLUMBING MATERIALS            "|"1"|"395.32"|"0.00"|"208.41"|"0.00"
"PO"|"1"|"1-13360021"|"1"|"52668"|"STONEWAY ELECTRIC SUPPLY"|"12/26/2013 12:00:00 AM"|"1"|" 10072-001"|"SABEY FAN CARTES"|"ELECTRICAL MATERIALS          "|"1"|"405.92"|"0.00"|"4.71"|"0.00"
"PO"|"1"|"1-13360023"|"1"|"50820"|"EDGE CONSTRUCTION SUPPLY"|"12/26/2013 12:00:00 AM"|"1"|" 10485-001"|"INTEL D1X MOD 2 HVAC"|"SM FIELD MATERIALS            "|"1"|"9320.00"|"0.00"|"3360.00"|"0.00"
"PO"|"1"|"1-13361017"|"1"|"51522"|"L&R FABRICATION INC"|"12/27/2013 12:00:00 AM"|"1"|" 10290-001"|"FUJI ASTAXANTHIN"|"SM FIELD MATERIALS            "|"1"|"3224.00"|"0.00"|"27.00"|"0.00"
"PO"|"1"|"1-13361036"|"1"|"50867"|"COMMERCIAL FILTER SALES"|"12/27/2013 12:00:00 AM"|"1"|" 83368-001"|"Alerton Building"|"MISC ITEMS                    "|"1"|"1.00"|"0.00"|"1.00"|"0.00"
"PO"|"1"|"1-13364001"|"1"|"52296"|"RED-D-ARC INC."|"12/30/2013 12:00:00 AM"|"1"|" 10485-001"|"INTEL D1X MOD 2 HVAC"|"RENTALS                       "|"1"|"930.20"|"0.00"|"3.50"|"0.00"
"PO"|"1"|"1-13364037"|"1"|"51969"|"NORTH COAST ELECTRIC CO"|"12/30/2013 12:00:00 AM"|"1"|" 10713-001"|"HARRISON WEST"|"ELECTRICAL MATERIALS          "|"1"|"714.32"|"0.00"|"357.16"|"0.00"
"PO"|"1"|"1-13364054"|"1"|"53104"|"WE-COLLEY, DAVID"|"12/30/2013 12:00:00 AM"|"1"|" 10011-001"|"AGRIUM AMMONIA FLARE"|"PIPING MATERIALS              "|"1"|"139.00"|"0.00"|"139.00"|"0.00"
"PO"|"1"|"1-13364075"|"1"|"53730"|"CUMMINS NW LLC"|"12/30/2013 12:00:00 AM"|"1"|" 85506-001"|"State Farm"|"MISC ITEMS                    "|"1"|"7068.22"|"0.00"|"5703.96"|"0.00"
"PO"|"1"|"1-13364122"|"1"|"55175"|"SAFWAY SERVICES LLC"|"12/30/2013 12:00:00 AM"|"1"|" 10644-001"|"F5 501.4 PD LAB"|"RENTALS                       "|"1"|"3543.00"|"0.00"|"648.19"|"0.00"
"PO"|"1"|"1-13364157"|"1"|"52877"|"UNITED RENTALS(N AMER)INC"|"12/30/2013 12:00:00 AM"|"1"|" 11071-001"|"INTEL RA4"|"RENTALS                       "|"1"|"7095.72"|"0.00"|"1702.45"|"0.00"
"PO"|"1"|"1-13365039"|"1"|"52682"|"STUSSER ELECTRIC COMPANY"|"12/31/2013 12:00:00 AM"|"1"|" 10601-001"|"PSE GEORGETOWN CNG"|"ELECTRICAL MATERIALS          "|"1"|"711.56"|"0.00"|"355.78"|"0.00"
"PO"|"1"|"1-13365048"|"1"|"52648"|"STAR RENTALS"|"12/31/2013 12:00:00 AM"|"1"|" 10290-001"|"FUJI ASTAXANTHIN"|"RENTALS                       "|"1"|"1788.12"|"0.00"|"50.93"|"0.00"
"PO"|"1"|"1-13365049"|"1"|"52648"|"STAR RENTALS"|"12/31/2013 12:00:00 AM"|"1"|" 10290-001"|"FUJI ASTAXANTHIN"|"RENTALS                       "|"1"|"1445.71"|"0.00"|"10.64"|"0.00"
"PO"|"1"|"1-13365077"|"1"|"52648"|"STAR RENTALS"|"12/31/2013 12:00:00 AM"|"1"|" 11071-001"|"INTEL RA4"|"RENTALS                       "|"1"|"1220.04"|"0.00"|"148.00"|"0.00"
"PO"|"1"|"1-14002023"|"1"|"51639"|"M & L SUPPLY CO, INC."|"1/2/2014 12:00:00 AM"|"1"|" 10254-001"|"WSU VET MED RESEARCH"|"PIPING MATERIALS              "|"1"|"1299.66"|"0.00"|"50.44"|"0.00"
"PO"|"1"|"1-14002057"|"1"|"51052"|"GENSCO INC"|"1/2/2014 12:00:00 AM"|"1"|" 10290-001"|"FUJI ASTAXANTHIN"|"SM FIELD MATERIALS            "|"1"|"1077.31"|"0.00"|"18.41"|"0.00"
"PO"|"1"|"1-14002074"|"1"|"50919"|"FERGUSON ENTERPRISES INC"|"1/2/2014 12:00:00 AM"|"1"|" 10290-001"|"FUJI ASTAXANTHIN"|"PLUMBING MATERIALS            "|"1"|"3712.09"|"0.00"|"329.74"|"0.00"
"PO"|"1"|"1-14002090"|"1"|"51969"|"NORTH COAST ELECTRIC CO"|"1/2/2014 12:00:00 AM"|"1"|" 10286-001"|"PYROTEK CORPORATE"|"ELECTRICAL MATERIALS          "|"1"|"8802.76"|"0.00"|"8802.76"|"0.00"
"PO"|"1"|"1-14002095"|"1"|"52870"|"UNIT PROCESS COMPANY"|"1/2/2014 12:00:00 AM"|"1"|" 10290-001"|"FUJI ASTAXANTHIN"|"EQUIPMENT                     "|"1"|"2251.00"|"0.00"|"55.30"|"0.00"
"PO"|"1"|"1-14002115"|"1"|"50919"|"FERGUSON ENTERPRISES INC"|"1/2/2014 12:00:00 AM"|"1"|" 71682-001"|"The Village at Overl"|"HVAC MATERIALS                "|"1"|"791.71"|"0.00"|"198.54"|"0.00"
"PO"|"1"|"1-14002151"|"1"|"53092"|"WORLD COURIER GROUND"|"1/2/2014 12:00:00 AM"|"1"|" 10731-001"|"US BANCORP TOWER"|"MISC ITEMS                    "|"1"|"22.27"|"0.00"|"22.27"|"0.00"
"PO"|"1"|"1-14003078"|"1"|"52248"|"PUGET SOUND PIPE & SUPPLY"|"1/3/2014 12:00:00 AM"|"1"|" 10290-001"|"FUJI ASTAXANTHIN"|"PIPING MATERIALS              "|"1"|"4399.78"|"0.00"|"2199.89"|"0.00"
"PO"|"1"|"1-14003090"|"1"|"51451"|"KELLER SUPPLY COMPANY"|"1/3/2014 12:00:00 AM"|"1"|" 10067-001"|"WA STATE CONV CTR"|"PLUMBING MATERIALS            "|"1"|"243.39"|"0.00"|"180.51"|"0.00"
"PO"|"1"|"1-14003139"|"1"|"51969"|"NORTH COAST ELECTRIC CO"|"1/3/2014 12:00:00 AM"|"1"|" 11071-001"|"INTEL RA4"|"ELECTRICAL MATERIALS          "|"1"|"1994.89"|"0.00"|"211.10"|"0.00"
"PO"|"1"|"1-14006038"|"1"|"50919"|"FERGUSON ENTERPRISES INC"|"1/6/2014 12:00:00 AM"|"1"|" 10713-001"|"HARRISON WEST"|"PLUMBING MATERIALS            "|"1"|"5051.41"|"0.00"|"3962.37"|"0.00"
"PO"|"1"|"1-14006064"|"1"|"52648"|"STAR RENTALS"|"1/6/2014 12:00:00 AM"|"1"|" 71682-001"|"The Village at Overl"|"RENTALS                       "|"1"|"410.63"|"0.00"|"122.37"|"0.00"
"PO"|"1"|"1-14006108"|"1"|"52648"|"STAR RENTALS"|"1/6/2014 12:00:00 AM"|"1"|" 11071-001"|"INTEL RA4"|"RENTALS                       "|"1"|"2950.00"|"0.00"|"510.00"|"0.00"
"PO"|"1"|"1-14006111"|"1"|"52648"|"STAR RENTALS"|"1/6/2014 12:00:00 AM"|"1"|" 11071-001"|"INTEL RA4"|"RENTALS                       "|"1"|"1575.00"|"0.00"|"10.50"|"0.00"
